"","stat_id","IP","date","team_key","year","stat_name","IP_round","ERA","WHIP","run_per_inning","run_per_out","wh_per_out","true_WHIP"
"173",50,NA,16544,"346.l.49099.t.5",2015,"IP",11,8.18,1.55,0.908888888888889,0.302962962962963,0.516666666666667,1.08
"174",50,8.667,16544,"346.l.49099.t.6",2015,"IP",9,0,1.04,0,0,0.346666666666667,1.08
"175",50,13,16544,"346.l.49099.t.7",2015,"IP",13,6.23,1.85,0.692222222222222,0.230740740740741,0.616666666666667,1.08
"176",50,8.667,16544,"346.l.49099.t.8",2015,"IP",9,3.12,1.15,0.346666666666667,0.115555555555556,0.383333333333333,1.08
"177",50,NA,16544,"346.l.49099.t.9",2015,"IP",13,2.13,1.11,0.236666666666667,0.0788888888888889,0.37,1.08
"178",50,8.333,16544,"346.l.49099.t.10",2015,"IP",9,1.08,0.84,0.12,0.04,0.28,1.08
"179",50,4,16544,"346.l.49099.t.11",2015,"IP",4,4.5,1.75,0.5,0.166666666666667,0.583333333333333,1.08
"180",50,8.333,16544,"346.l.49099.t.12",2015,"IP",9,3.24,1.08,0.36,0.12,0.36,1.08
"181",50,2,16545,"346.l.49099.t.1",2015,"IP",2,0,1.5,0,0,0.5,1.08
"182",50,3,16545,"346.l.49099.t.2",2015,"IP",3,15,3.33,1.66666666666667,0.555555555555556,1.11,1.08
"183",50,NA,16545,"346.l.49099.t.3",2015,"IP",NA,NA,NA,NA,NA,NA,1.08
"184",50,7.333,16545,"346.l.49099.t.4",2015,"IP",8,6.14,1.77,0.682222222222222,0.227407407407407,0.59,1.08
"185",50,2,16545,"346.l.49099.t.5",2015,"IP",2,0,0,0,0,0,1.08
"186",50,8,16545,"346.l.49099.t.6",2015,"IP",8,1.12,1.38,0.124444444444444,0.0414814814814815,0.46,1.08
"187",50,10.333,16545,"346.l.49099.t.7",2015,"IP",11,0.87,0.68,0.0966666666666667,0.0322222222222222,0.226666666666667,1.08
"188",50,1,16545,"346.l.49099.t.8",2015,"IP",1,18,3,2,0.666666666666667,1,1.08
"189",50,NA,16545,"346.l.49099.t.9",2015,"IP",NA,NA,NA,NA,NA,NA,1.08
"190",50,NA,16545,"346.l.49099.t.10",2015,"IP",NA,NA,NA,NA,NA,NA,1.08
"191",50,17.667,16545,"346.l.49099.t.11",2015,"IP",18,1.02,0.74,0.113333333333333,0.0377777777777778,0.246666666666667,1.08
"192",50,5.333,16545,"346.l.49099.t.12",2015,"IP",6,6.75,0.94,0.75,0.25,0.313333333333333,1.08
"193",50,7.333,16546,"346.l.49099.t.1",2015,"IP",8,1.23,1.23,0.136666666666667,0.0455555555555556,0.41,1.08
"194",50,1,16546,"346.l.49099.t.2",2015,"IP",1,0,0,0,0,0,1.08
"195",50,15,16546,"346.l.49099.t.3",2015,"IP",15,2.4,0.87,0.266666666666667,0.0888888888888889,0.29,1.08
"196",50,6.333,16546,"346.l.49099.t.4",2015,"IP",7,5.68,1.42,0.631111111111111,0.21037037037037,0.473333333333333,1.08
"197",50,7,16546,"346.l.49099.t.5",2015,"IP",7,0,1.43,0,0,0.476666666666667,1.08
"198",50,7,16546,"346.l.49099.t.6",2015,"IP",7,1.29,2,0.143333333333333,0.0477777777777778,0.666666666666667,1.08
"199",50,4.333,16546,"346.l.49099.t.7",2015,"IP",5,6.23,1.62,0.692222222222222,0.230740740740741,0.54,1.08
"200",50,8,16546,"346.l.49099.t.8",2015,"IP",8,5.62,1,0.624444444444444,0.208148148148148,0.333333333333333,1.08
"201",50,6.333,16546,"346.l.49099.t.9",2015,"IP",7,9.95,2.37,1.10555555555556,0.368518518518518,0.79,1.08
"202",50,3,16546,"346.l.49099.t.10",2015,"IP",3,0,0.33,0,0,0.11,1.08
"203",50,2.667,16546,"346.l.49099.t.11",2015,"IP",3,6.75,2.25,0.75,0.25,0.75,1.08
"204",50,6.667,16546,"346.l.49099.t.12",2015,"IP",7,4.05,1.05,0.45,0.15,0.35,1.08
"205",50,NA,16547,"346.l.49099.t.1",2015,"IP",12,3,1.08,0.333333333333333,0.111111111111111,0.36,1.08
"206",50,13,16547,"346.l.49099.t.2",2015,"IP",13,4.85,1.62,0.538888888888889,0.17962962962963,0.54,1.08
"207",50,3.667,16547,"346.l.49099.t.3",2015,"IP",4,19.64,4.09,2.18222222222222,0.727407407407407,1.36333333333333,1.08
"208",50,8,16547,"346.l.49099.t.4",2015,"IP",8,1.12,0.75,0.124444444444444,0.0414814814814815,0.25,1.08
"209",50,8.667,16547,"346.l.49099.t.5",2015,"IP",9,1.04,1.73,0.115555555555556,0.0385185185185185,0.576666666666667,1.08
"210",50,NA,16547,"346.l.49099.t.6",2015,"IP",23,2.82,0.94,0.313333333333333,0.104444444444444,0.313333333333333,1.08
